Links,Name,Price,Location,Mileage,Transmission,Exterior Colour,Engine,Drivetrain,Fuel Type,Major Options
"Save this listing2021 RAM 1500 Big Horn Quad Cab 4WD$54,948 ·$1,060/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $54,948 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.3,789 kmVictoria, BC (93 km)GREAT DEAL$4,486 below marketRequest InfoAuthorized RAM Dealer","2021 RAM 1500 Big Horn Quad Cab 4WD - $54,948","$54,948","Victoria, BC
93 km away","3,789 kilometres",8-Speed Automatic,Bright White Clearcoat,395 hp 5.7L V8,Four-Wheel Drive,Gasoline,"Customer Preferred Package, Alloy Wheels, Preferred Package, Bluetooth, Backup Camera, Remote Start, Quick Order Package, CarPlay"
"Save this listing2018 Nissan Frontier PRO-4X Crew Cab 4WD$38,995 ·$753/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $38,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.33,896 kmAbbotsford, BC (49 km)GREAT DEAL$3,603 below marketRequest InfoAuthorized Nissan Dealer","2018 Nissan Frontier PRO-4X Crew Cab 4WD - $38,995","$38,995","Abbotsford, BC
49 km away","33,896 kilometres",5-Speed Automatic,Gray,261 hp 4L V6,Four-Wheel Drive,Gasoline,"Navigation System, Backup Camera, Sunroof/Moonroof"
"Save this listingNew Arrival2018 Kia Sorento LX Turbo AWD$20,991 ·$405/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $20,991 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.122,490 kmAbbotsford, BC (49 km)GREAT DEAL$3,309 below market(604) 330-3093Request InfoAuthorized Kia Dealer","2018 Kia Sorento LX Turbo AWD - $20,991","$20,991","Abbotsford, BC
49 km away","122,490 kilometres",6-Speed Automatic,Gray,,,,"Heated Seats, Backup Camera, CarPlay"
"Save this listing2019 Chevrolet Equinox 2.0T Premier AWD$33,975 ·$656/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $33,975 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.46,769 kmSechelt, BC (56 km)GREAT DEAL$2,327 below marketRequest InfoAuthorized Chevrolet Dealer","2019 Chevrolet Equinox 2.0T Premier AWD - $33,975","$33,975","Sechelt, BC
56 km away","46,769 kilometres",9-Speed Automatic,White,252 hp 2L I4,Four-Wheel Drive,Gasoline,"Sunroof/Moonroof, Remote Start, Adaptive Cruise Control, Heated Seats, Alloy Wheels"
"Save this listing2018 Chevrolet Cruze LT Sedan FWD$17,490 ·$338/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $17,490 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.122,296 kmVancouver, BC (11 km)GREAT DEAL$2,639 below market(778) 200-3195Request Info","2018 Chevrolet Cruze LT Sedan FWD - $17,490","$17,490","Vancouver, BC
11 km away","122,296 kilometres",Automatic,Black,153 hp 1.4L I4,Front-Wheel Drive,Gasoline,"Sunroof/Moonroof, Alloy Wheels, Bluetooth, Backup Camera, Blind Spot Monitoring, Parking Sensors, Heated Seats"
"Save this listing2017 Acura MDX SH-AWD with Navigation$24,999 ·$483/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $24,999 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.189,500 kmSurrey, BC (15 km)GREAT DEAL$3,545 below market(778) 745-4016Request Info","2017 Acura MDX SH-AWD with Navigation - $24,999","$24,999","Surrey, BC
15 km away","189,500 kilometres",Automatic,White,,,,"Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Third Row Seating, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Heated Seats"
"Save this listing2018 Toyota Sienna LE 7-Passenger AWD$36,999 ·$714/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $36,999 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.67,727 kmRichmond, BC (8 km)GREAT DEAL$2,703 below market(604) 265-6897Request InfoAuthorized Toyota Dealer","2018 Toyota Sienna LE 7-Passenger AWD - $36,999","$36,999","Richmond, BC
8 km away","67,727 kilometres",Automatic,Midnight Black Met,296 hp 3.5L V6,All-Wheel Drive,Gasoline,Heated Seats
"Save this listing2019 RAM 1500 Rebel Crew Cab 4WD$60,142 ·$1,160/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $60,142 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.25,346 kmMission, BC (52 km)GREAT DEAL$4,131 below market(778) 771-3782Request InfoAuthorized RAM Dealer","2019 RAM 1500 Rebel Crew Cab 4WD - $60,142","$60,142","Mission, BC
52 km away","25,346 kilometres",Automatic,Gray (Maximum Steel Metallic),395 hp 5.7L V8,Four-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Bluetooth, Backup Camera, Remote Start, Parking Sensors, Heated Seats, Android Auto, CarPlay"
"Save this listing2017 BMW 3 Series 330i xDrive Sedan AWD$26,900 ·$519/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $26,900 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.59,600 kmVancouver, BC (5 km)GREAT DEAL$2,747 below market(604) 670-5292Request InfoAuthorized BMW Dealer","2017 BMW 3 Series 330i xDrive Sedan AWD - $26,900","$26,900","Vancouver, BC
5 km away","59,600 kilometres",Automatic,Alpine White,248 hp 2L I4,All-Wheel Drive,Gasoline,"Bluetooth, Leather Seats, Sunroof/Moonroof, Navigation System, Heated Seats, Alloy Wheels"
"Save this listing2019 Toyota Tacoma SR5 V6 Double Cab LB 4WD$45,990 ·$887/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $45,990 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.79,265 kmVancouver, BC (11 km)GREAT DEAL$3,636 below market(778) 200-3195Request Info","2019 Toyota Tacoma SR5 V6 Double Cab LB 4WD - $45,990","$45,990","Vancouver, BC
11 km away","79,265 kilometres",Automatic,Black,278 hp 3.5L V6,Four-Wheel Drive,Gasoline,"LE Package, Sunroof/Moonroof, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera, Heated Seats"
"Save this listing2018 Jeep Grand Cherokee Overland 4WD$44,888 ·$866/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $44,888 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.41,026 kmAbbotsford, BC (49 km)GREAT DEAL$4,515 below market(778) 762-0359Request Info","2018 Jeep Grand Cherokee Overland 4WD - $44,888","$44,888","Abbotsford, BC
49 km away","41,026 kilometres",Automatic,,295 hp 3.6L V6,Four-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Bluetooth, Backup Camera, Remote Start, Parking Sensors, Heated Seats, Premium Sound Package, Sound Package"
"Save this listing2019 RAM 1500 Classic ST Quad Cab 4WD$37,888 ·$731/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $37,888 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.50,989 kmVictoria, BC (90 km)GREAT DEAL$3,762 below marketRequest InfoAuthorized RAM Dealer","2019 RAM 1500 Classic ST Quad Cab 4WD - $37,888","$37,888","Victoria, BC
90 km away","50,989 kilometres",Automatic,White,,,,"Bluetooth, Backup Camera"
"Save this listing2018 GMC Sierra 3500HD$65,888 ·$1,271/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $65,888 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.86,480 kmDuncan, BC (70 km)GREAT DEAL$7,651 below market(778) 771-0785Request InfoAuthorized GMC Dealer","2018 GMC Sierra 3500HD - $65,888","$65,888","Duncan, BC
70 km away","86,480 kilometres",Automatic,White,6.6L V8 Biodiesel,,Biodiesel,"Steel Wheels, Bluetooth, Backup Camera"
"Save this listing2013 Chrysler 200 LX Sedan FWD$7,295 ·$141/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $7,295 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.100,351 kmVancouver, BC (5 km)GREAT DEAL$1,976 below market(604) 229-2867Request Info","2013 Chrysler 200 LX Sedan FWD - $7,295","$7,295","Vancouver, BC
5 km away","100,351 kilometres",Automatic,Gray,173 hp 2.4L I4,Front-Wheel Drive,Gasoline,
"Save this listing2017 Dodge Grand Caravan GT FWD$21,988 ·$425/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $21,988 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.146,472 kmSurrey, BC (10 km)GREAT DEAL$3,172 below market(604) 265-5597Request Info","2017 Dodge Grand Caravan GT FWD - $21,988","$21,988","Surrey, BC
10 km away","146,472 kilometres",Automatic,Black,283 hp 3.6L V6 Flex Fuel Vehicle,Front-Wheel Drive,Flex Fuel Vehicle,"Leather Seats, Navigation System, Alloy Wheels, Third Row Seating, Bluetooth, Backup Camera, Remote Start, Heated Seats, Quick Order Package"
"Save this listingNew Arrival2019 Jaguar E-PACE P250 SE AWD$45,999 ·$888/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $45,999 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.39,329 kmVancouver, BC (11 km)GREAT DEAL$3,739 below market(604) 337-2154Request InfoAuthorized Jaguar Dealer","2019 Jaguar E-PACE P250 SE AWD - $45,999","$45,999","Vancouver, BC
11 km away","39,329 kilometres",Automatic,Fuji White,246 hp 2L I4,All-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Remote Start, Navigation System, Alloy Wheels"
"Save this listing2018 Porsche 911 Turbo Coupe AWD$219,988 ·$4,243/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $219,988 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.15,701 kmBurnaby, BC (5 km)GREAT DEAL$23,023 below market(778) 864-5750Request Info","2018 Porsche 911 Turbo Coupe AWD - $219,988","$219,988","Burnaby, BC
5 km away","15,701 kilometres",Automatic,Yellow,540 hp 3.8L H6,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Adaptive Suspension, Backup Camera, Heated Seats"
